true ang,predicted ang
-0.001485547579827151,-0.0014924576898709336
-0.001954879450988834,-0.001635149924140878
-0.001591165749769269,-0.0017066376110904421
-0.001698419065632459,-0.0015668665799742107
-0.00160975224301182,-0.0016974290655945175
-0.001662033278981455,-0.001775808809599245
-0.001557868702809594,-0.0015658659692825284
-0.001370174224700302,-0.0016155153908513607
-0.001778254003225621,-0.0020162334309853083
-0.001437011588604592,-0.0016771903710497541
-0.001477264650729517,-0.0015301839062674366
-0.001399253213345859,-0.001533111876183857
-0.001608970957984356,-0.001632454762747542
-0.001406245853006395,-0.0014890784661083542
-0.001407373672210574,-0.0014053062575660855
-0.001607690135553687,-0.0014892494044535414
-0.001677895290831344,-0.0018920423578432973
-0.001499708531961087,-0.0015670754567508136
-0.002010580926296246,-0.0019769315659590616
-0.001679743306214356,-0.0017766041906965894
-0.001947870869660309,-0.0018749996310792965
-0.001622308571572344,-0.001568571099348776
-0.001691361053077317,-0.0015126398258383253
-0.002069267022618838,-0.0018092156964303247
-0.00150623735961189,-0.0015782288962773797
-0.001656359312261072,-0.0015037060480631232
-0.001469284953063149,-0.001495241103063595
-0.001565127672317758,-0.0015874300197395539
-0.001518206052446439,-0.0015648818234501277
-0.001419899787262196,-0.0015521095840516817
-0.001556944692345301,-0.0016309583094314937
-0.001695298641956295,-0.0015636259221377812
-0.002031579330608217,-0.0020071107794540277
-0.001822705756303497,-0.0018820020253302035
-0.001976688743660277,-0.001980308588844264
-0.001949546143785892,-0.0019581455406764503
-0.001810850457668152,-0.001857571911389308
-0.001873029743281935,-0.0017238578887219514
-0.002047887917303793,-0.0018810325337308132
-0.001810407820870991,-0.001855485272391803
-0.001786214613525904,-0.0017813378852989184
-0.001911097228467179,-0.0019119106963427289
-0.001699732538603369,-0.001692365568060582
-0.002057154650153591,-0.002036447393949667
-0.001847798051508715,-0.0018588636892888533
