true ang,predicted ang
-0.001950734926040269,-0.001960090169235256
-0.001809830929599298,-0.0017915238918815323
-0.001853178540538741,-0.0017886058713678492
-0.002043515562248527,-0.0018599112481060675
-0.002021295450514978,-0.0019749497602136357
-0.001665872060326718,-0.0018567997479062668
-0.001975634982790003,-0.0019522890966077455
-0.001523199244216813,-0.0015657678665674094
-0.001299341566917726,-0.0015456416799020437
-0.001598007363167581,-0.0015363008909563829
-0.001852588763695396,-0.0018006766916689447
-0.001690113607994744,-0.0018059857525648357
-0.001936782712890841,-0.0018670276875766185
-0.001748354432241734,-0.001889773419402645
-0.001745645095771629,-0.001801137748147064
