true ang,predicted ang
-0.001627058982950681,-0.0016524910652550764
-0.001433921627579272,-0.0014813402040857377
-0.001471983720494929,-0.00142762097299801
-0.00139276153514455,-0.0015329316803270247
-0.00160550062536053,-0.0015804935413129232
-0.001396759605023503,-0.001434315131707722
-0.00139530564642715,-0.0013882744007439126
-0.001593879640159119,-0.0014977445452207963
-0.001665561964844461,-0.0016953001184160724
-0.001557641460667067,-0.00159647743352813
-0.00166227230684132,-0.0015677674129240173
-0.001480923030450698,-0.001620406606062275
-0.001364934049923877,-0.0013953056464271491
-0.001755230401391125,-0.0015918682086675496
