true ang,predicted ang
-0.0009195541078143568,-0.0009630456488092092
-0.0004496070631147463,-0.0006128823092195904
-0.0005874985334508266,-0.000792105503984387
-0.000724137832229094,-0.00045080872797371893
-0.0007673402259012761,-0.00045532011875926306
-0.0007068161120460174,-0.0006645939293687726
-0.0006889944425105024,-0.0007597105308960196
-0.0007921055039843872,-0.0005874985334508271
-0.0007556853337725223,-0.0011101230869805692
-0.000635557987519726,-0.0005637831143282645
-0.0007487998550638401,-0.0006556631108953444
-0.0007705806426628971,-0.0008007507231450087
-0.0006112820833963752,-0.0006151562368841474
-0.0004928018122899407,-0.0007967599706176153
-0.0004386197641139221,-0.00042328075644098114
-0.001550028012676758,-0.001109716407402925
-0.001279783691997114,-0.0006642438929773041
-0.0003787658703998246,-0.0004808525293707526
-0.0007081740100730587,-0.000562452512632656
-0.0008007507231450092,-0.0010115819100362322
-0.0004773645588081032,-0.00043698161853096047
-0.000469777206514336,-0.0007397688969312685
-0.0004099992199422792,-0.0004476038106836057
-0.0004446344452011659,-0.00070496162267345
-0.0004054056288841594,-0.0005743652557557132
-0.001253111557365219,-0.0006992385049701017
-0.0006436041452617856,-0.0013177412009948877
-0.0006040751039906097,-0.0008981437243549958
-0.0005607806528560174,-0.0006486499915982414
-0.0007033316213670095,-0.0006067488098678931
-0.001261798085422434,-0.0005332033786908145
-0.001453357813811599,-0.0008475481954795287
-0.0003777802220662281,-0.0007248871419228975
-0.0006038571630414397,-0.0006632278328281332
