true ang,predicted ang
-0.001591549021990337,-0.00182025531141871
-0.001437011588604592,-0.001670287609165089
-0.001477264650729517,-0.0014987374960979008
-0.001399253213345859,-0.0015392167560209983
-0.001608970957984356,-0.001526047148061461
-0.001406245853006395,-0.0014248464168403105
-0.001407373672210574,-0.001416916227605847
-0.001607690135553687,-0.0014820264961509966
-0.001677895290831344,-0.001904073435719477
-0.001557868702809594,-0.0015596078509061968
-0.001677962215496035,-0.0017758206703875675
-0.001485333666656921,-0.0018126210692208486
-0.001370174224700302,-0.001531866492235824
-0.001778254003225621,-0.002026552201912872
-0.00198049811206356,-0.0015782333863427558
-0.002069267022618838,-0.0017705076440003892
-0.00150623735961189,-0.0015410987102635787
-0.001656359312261072,-0.001513234522333592
-0.001469284953063149,-0.0014878154212681653
-0.001565127672317758,-0.0015960248564128726
-0.001518206052446439,-0.001519158406421341
-0.001419899787262196,-0.0015507027046708045
-0.001556944692345301,-0.0015473434802428915
-0.001499708531961087,-0.0015808105202331061
-0.001496069255815012,-0.0015852363508902661
-0.002010580926296246,-0.0019294622111384288
-0.001679743306214356,-0.0017847459770453209
-0.001947870869660309,-0.001877506182065121
-0.001622308571572344,-0.0015326048229376938
-0.001691361053077317,-0.0015132999328963115
-0.001695298641956295,-0.0015506520942021535
-0.001873029743281935,-0.0018053026457754012
-0.002047887917303793,-0.0018850381032957998
-0.001810407820870991,-0.0018691667425887414
-0.001786214613525904,-0.0017825898106820278
-0.001911097228467179,-0.0019096526277334297
-0.001699732538603369,-0.001852624030457959
-0.002057154650153591,-0.0020380905089528354
-0.001847798051508715,-0.0018369070364620001
-0.002031579330608217,-0.0020172349469470777
-0.001822705756303497,-0.0018677578401489088
-0.001976688743660277,-0.0019885119075264968
-0.001949546143785892,-0.001955505946409354
-0.001810850457668152,-0.0018763992795347527
