true ang,predicted ang
-0.001950734926040269,-0.001485333666656922
-0.001809830929599298,-0.001407373672210575
-0.001853178540538741,-0.0014399972198929029
-0.002043515562248527,-0.0019262303684368372
-0.002021295450514978,-0.0017217718057525883
-0.001665872060326718,-0.0016223666746443103
-0.001975634982790003,-0.0015890606228188785
-0.001523199244216813,-0.001699811221097686
-0.001299341566917726,-0.0014985407224120556
-0.001598007363167581,-0.0015915423817713607
-0.001852588763695396,-0.0019390436284608774
-0.001690113607994744,-0.0019126712174129701
-0.001936782712890841,-0.001494893472649706
-0.001748354432241734,-0.0017751803639517003
-0.001745645095771629,-0.0017968702751501228
-0.001416420362565685,-0.0018006915548092577
-0.001605386832119771,-0.001504563110554311
-0.001751418973469642,-0.0016535166781185418
-0.001932316547691416,-0.0015498434065101502
-0.001427695759996963,-0.0017404583724287752
-0.00160975224301182,-0.0017166121053219699
-0.001800144374926732,-0.00157604108547014
-0.001830467692165575,-0.0018360578948865749
-0.001662033278981455,-0.0015501569488225943
-0.001485547579827151,-0.0018300174619634152
-0.001773627222238413,-0.0015309482425882551
-0.001720260435678497,-0.0016920566580040405
-0.001954879450988834,-0.001795930323661412
-0.001591165749769269,-0.001748204921932471
-0.001698419065632459,-0.001695634717489646
-0.001591549021990337,-0.001953081916105164
-0.001437011588604592,-0.0016553718499855354
-0.001477264650729517,-0.001643924249932872
-0.001399253213345859,-0.0017778300109986412
-0.001608970957984356,-0.0016447893573558845
-0.001406245853006395,-0.0016280042747752494
-0.001407373672210574,-0.0018098309295992983
-0.001607690135553687,-0.001523433190326177
-0.001677895290831344,-0.0019702499205915915
-0.001557868702809594,-0.0018692523436865736
-0.001677962215496035,-0.0017309949946179865
-0.001485333666656921,-0.0019507349260402683
-0.001370174224700302,-0.0017203268603081447
-0.001778254003225621,-0.0020321337827738355
-0.00198049811206356,-0.0017655364042818155
-0.002069267022618838,-0.0019137699143279938
-0.00150623735961189,-0.0015363274834915412
-0.001656359312261072,-0.0014815828320167142
-0.001469284953063149,-0.0014595337881246008
-0.001565127672317758,-0.0015972286905007454
-0.001518206052446439,-0.0015288666544047667
-0.001419899787262196,-0.0014581413312353367
-0.001556944692345301,-0.0016199884432001224
-0.001499708531961087,-0.0015927720724291925
-0.001496069255815012,-0.0016046779144584127
-0.002010580926296246,-0.0018660715056880467
-0.001679743306214356,-0.0015171532444868277
-0.001947870869660309,-0.001822374478795801
-0.001622308571572344,-0.0015522782056418129
-0.001691361053077317,-0.0015725395943992034
-0.001695298641956295,-0.001546865962842755
-0.001873029743281935,-0.0017922303813608345
-0.002047887917303793,-0.001924221001420009
-0.001810407820870991,-0.001817572861560973
-0.001786214613525904,-0.0018063563140645188
-0.001911097228467179,-0.0018709936572863894
-0.001699732538603369,-0.0016309052834486489
-0.002057154650153591,-0.002039313652955004
-0.001847798051508715,-0.0017775117279715488
-0.002031579330608217,-0.0019958994443288543
-0.001822705756303497,-0.0018393682770162663
-0.001976688743660277,-0.0019864610778559384
-0.001949546143785892,-0.0018712013649594913
-0.001810850457668152,-0.0018189587856998046
